"job_title","location","company_name","job_desc","soft_skills","technical_skills","salary"
"Data Scientist","Chicago","devwrx","4-6 years of Data Science is ideal for this particular role. The ideal candidate will have had professional experience with a scripting language (Python, Ruby, etc.), SQL, and have a strong understanding of AI methods.","","Python,R,SQL,AI",NA
"Data Scientist","Columbus","ROSEN Group","DESCRIPTIONNew Challenge: New Team, New Office! Protect Our Environment With Your AlgorithmsHave you ever thought about pipelines and integrity? Why should pipelines need machine learning?The answer is simple: Pipeline inspections generate a lot of sensor data (e.g. from ultrasonic sensors) which have to be analyzed using state of the art computer vision techniques. Think of it like doing healthcare just for pipelines.Interested? Then learn more about industrial machine learning applications and data analysis for pipeline data in a start-up environment. Be part of a new team. Shape the team and your future. Enjoy working in a multi-cultural and multi-national team.We love Python, C++, Tensorflow, Docker, Kubernetes and want to stay as close as possible to the state of the art tools, research in machine learning, data science and big data. Our ideal team member has a creative mind and natural curiosity when faced with challenging data science tasks. We cherish self-improvement and continuous learning and we offer the possibility to create new data-driven visions for the future using your own methods.We are looking for a new team of:Data EngineersData Scientist (AI, machine learning)Software DeveloperIT System Administrator (DevOps)You will be working in an extremely creative environment with a lot of freedom, focused on a joint target with great opportunities to grow internationally.ROSEN is going to extend its Data Analytics Footprint in Columbus, Ohio and you can be part of this groundbreaking journey for our company.Responsibilities:Designing and applying (machine learning) algorithms for extraction of information from data of any kindDesigning and improving numeric methods (algorithms)Definition of algorithm test proceduresDevelopment of algorithms as minimum viable products focussing on early customer feedbackProviding support for integration of algorithms in MVPs (Minimum Viable Products).Providing support for productive implementations of algorithms and MVPsDeriving technical parameters and specifications from measured dataCreation and maintenance of related technical documentationResearching, rating and implementing development toolsUsing open source software concerning signal processing, computer vision and data scienceGathering, cleaning, processing and analyzing of big, heterogeneous data sourcesParticipation in identification and usage of technology trends in the areas of high performance computing, NoSQL databases and Big DatVisit of national and international conferences on a regular basisREQUIREMENTSTo become part of the ROSEN family, you stand out through a result-oriented, structured and independent working style. Moreover, you should bring with you:Skills:Extensive knowledge in at least one of the following subjects: numerics, signal & image processing, machine learning, software developmentGood knowledge in all other subjects, especially in physicsSelection of new methods with respect to performance, quality and sustainabilityIs able to define interfacesWay of working is quality- and test-drivenProduct knowledge in corresponding technologyExperience with data cleaning, data analysis, data science and computer visionSolid knowledge of applied mathematics (linear algebra, optimization, probability theory)Experience with at least one object oriented programming language (e.g. Python, C, C++ or Java)Education:5 years’ experience in software developmentProfessional, technical improvement introducedOUR OFFERAbout Rosen-Group:The ROSEN Group in Coumbus, USA acts as a partner in technology development for 20 global subsidiaries. The location supports the entire Group, developing, building and delivering innovative solutions based on client requests.","","C,R,C,machine learning,machine learning,analysis,Python,C,machine learning,big data,AI,machine learning,R,C,R,machine learning,algorithms,algorithms,algorithms,algorithms,algorithms,C,R,SQL,R,R,R,machine learning,analysis,Python,C,C,Java,R,R,R,R,C",NA
"Intern: Machine Learning / Data Science","Sunnyvale","Juniper Networks","The mission of the Juniper Digital Experience and Automation (DEA) team (part of the Juniper Customer Success and Support Organization) is to delight external and internal customers by delivering efficient, innovative solutions that are proactive, easy to use and self-service focused. All functions within Customer Success and Support are in DEA scope and includes Customer Support (Technical Support, Customer Care), Professional Services, and Advanced Services functions.DEA is at the heart of the CSS digital strategy. We integrate and build the innovative technologies that enables the CSS business with a focus on business agility and efficiency. Through partnerships with business subject matter experts we identify need, ideate, determine idea value (ROI) and ultimately realize new capabilities. Automation and Big Data Analytics are critical components of that innovation work.The ML/Data Science Analyst will play a significant role in this transformation. A great candidate will be curious, collaborative, and insightful. The candidate will be willing to speak up and identify great opportunities (efficiency, revenue, etc.) for the Customer Success and Support Organization and the company.Responsibilities: As a ML/Data Science Intern you will be responsible for …Achieving data science and software engineering goals set by you and your mentorLearning about Juniper Networks, Inc., both the product and the companyWorking and socializing with the other interns as well as full-timersMinimum Qualifications:Strong interest in state-of-art Machine Learning techniquesEnthusiasm for solving interesting problemsYou enjoy working well with others in a fast-paced environmentYou enjoy working within an agile environmentStrong communication skills, verbal and writtenPreferred Qualifications:Hands-on experience in Machine Learning techniques, such as logistic regression, naïve Bayes, SVM, decision trees and random forests etc.Solid understanding of statistical modeling/machine learning/ data miningExperience programming in a large software project – at school, professionally, or in an open source context","curious,communication","C,C,C,C,C,C,C,R,Big Data,C,R,Machine Learning,agile,Machine Learning,logistic regression,machine learning",NA
"Data Scientist","Broomfield","SpotX","Join SpotX as a Data Scientist. SpotX, an RTL Group company, is the leading video advertising platform unifying TV and digital video globally.How you'll make an immediate impact:Perform ad-hoc analyses and reporting for Operations and Engineering (HDFS, Spark, Kafka, Druid)Build mathematical, machine learning, and statistical models to discover actionable insightsDevelop proof-of-concept solutions for advanced reporting or automated decision-makingMonitor, tune, and extend existing Data Science solutions/productsBe a resource for the Data Analysis team for advanced reporting needsRetrieve, clean, transform and overlay 3rd-party dataWhat we're looking for:Strong knowledge in Python and/or Scala as well as SQLSolid understanding of predictive analytics, statistical modeling, and data-mining (theory, algorithms, and application)Knowledge and experience: Regression, Random Forests, Support Vector Machines, Bagging, Boosting, Decision Trees, Clustering, Optimization, Stochastic ProcessesA track record of providing compelling insights based on dataAble to make intelligent approximations and design effective, practical, and scalable mathematical modelsAble to identify assumptions and the limitations of models/algorithms and the impact on reporting and decision-makingExceptional organizational skills, attention to detail, and ability to maintain focus in a fast-paced environmentAbility to communicate effectively in writing and verballyExperience with Spark and ""Big-Data"" is desirableWhen you join our team, we offer:A fast-paced, innovative company building best-in-class technology from 12 offices around the worldA fun, casual, and collaborative culture with a commitment to work-life balanceUnlimited PTO (work it out with your team first!), company closed from Christmas to New YearsComprehensive Benefits Package includes Medical, Dental, Vision, 401k matching program and education assistanceFree breakfast Fridays, fully stocked snack wall, gym reimbursement, charitable donation matching programSpotX Core Values:Customer Service, Integrity, Respect, Initiative, Collaboration, Innovation and AdaptabilityVisit our About Us page to learn more.","decision-making,decision-making,communicate","R,machine learning,R,Python,SQL,algorithms,R,R,Decision Trees,C,algorithms,C,C,C,C,R,C",NA
"Data Scientist","Jacksonville","Florida Blue","Job SummaryData Scientists produce innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets. Apply knowledge of statistics, data modeling, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries. Use a flexible, analytical approach to design, develop, and evaluate predictive models. Generate and test hypotheses. The Data Scientist proactively seeks to develop their skillsets and provide value-added support within the Data Science team.Essential FunctionsThe essential functions listed represent the major duties of this role, additional duties may be assigned.Communication & Project OwnershipSupport large projects, and manage smaller projects in their entiretyPartner with senior team members to assess customer needs and define business questions. Emerging ability to influence customers to take action on analytical insights.Communicate results and insights, both verbally and written (including visual graphics), in a clear and concise manner to a non-technical audience.Identify and communicate roadblocks.Work on multiple concurrent projects and accommodate frequent interruptions and changing prioritiesEffectively participate in meetings with customers and emerging ability to guide discussion and decision making.(60%)Data AnalysisAcquire and bring structure to data so that it can be used in existing and new data systems.Build tools that help you and the other Data Scientists translate insights into action at scale.Identify, define and translate business needs/problems into analytical questions.Design and execute experiments, models, algorithms, and visualizationsUnderstand data sources and limitations, warehousing system and the impact of the data on business decisions.Identify, retrieve, and manipulate data from internal and external datasets.Apply statistical and computational methodologies to provide actionable insights and identify opportunities that optimize quality, consumer experience, and healthcare costs.Develop scalable, efficient, and automated processes for large scale data analyses and model development, validation, and implementation.(30%)Reporting & OtherContribute to technical reports, white papers, and publications.Stay current on new processes and technology in Data Science and communicate findings to teamPerform all other tasks as assigned(10%)Required Work Experience2+ years related work experience or equivalent combination of transferable experience and education. Experience Details: Advanced analytics or similar roleRequired EducationRelated Bachelor’s degree or additional related equivalent work experience Data Science, Applied Mathematics, Computer science (e.g. specialization: Machine learning/Artificial Intelligence /Visualization, databases, and Big Data), Statistics, Epidemiology, Health Services Research, or closely related field with Data Science specializationAdditional Required QualificationsRequires experience with Object oriented programming such as Python or Java. and statistical packages – 3 years of SAS, SAS EG, and SAS EM, 1 yr of R or Python.Requires expert proficiency in SQLRequires experience with visual analytical packages such as Tableau or Microsoft Power BIStrong analytical and problem solving skillsExperience in supporting large projects, and manage smaller projects in their entiretyAbility to partner with senior team members to assess customer needs and define business questions. Emerging ability to influence customers to take action on analytical insights.Ability to communicate results and insights, both verbally and written (including visual graphics), in a clear and concise manner to a non-technical audience.Must have applied experience with advanced analytics e.g. predictive analytics modelsMust have applied experience in Machine LearningPreferred EducationMaster’s degree Applied Mathematics, Computer science (e.g. specialization: Machine learning/Artificial Intelligence /Visualization, databases, and Big Data), Statistics, Epidemiology, Health Services Research, or closely related field with Data Science specializationAdditional Preferred QualificationsExperience in Big Data - e.g. HadoopBusiness Intelligence tool developmentOther programming experience - Java, Perl, Python, UNIX/Linux scriptingHealthcare, medical, or pharmaceutical work experienceExperience with analysis around quality, consumer experience, and healthcare costsExperience in consumer analyticsExperience in business analyticsWe are an Equal Opportunity Employer/Protected Veteran/Disabled.","communicate,communicate,problem solving,communicate","analysis,C,C,algorithms,R,C,R,R,R,C,Artificial Intelligence,Visualization,Big Data,R,R,R,Python,Java,R,Python,R,SQL,R,Tableau,Machine Learning,C,Artificial Intelligence,Visualization,Big Data,R,Big Data,Hadoop,Business Intelligence,Java,Python,Linux,analysis",NA
"Data Scientist","Austin","Jungle Scout","Did you know that Jungle Scout collects and processes over 20TB of data every day?Are you interested in leveraging this data to create new customer-facing data products?Are you ready to help put these products in front of customers in weeks, not months?Does that get you absolutely pumped?Amazing, then you're the type of person we're looking for!At Jungle Scout, we are on a mission to empower entrepreneurs to be successful Amazon sellers. We work hard, keep it real and do it all for our customers by providing industry-leading products, education, and content.Where would this person be located? Great question! We have offices in Austin, TX, Vancouver, BC and Shenzhen, China now (yay!). So if you are located in Vancouver or Austin - we would love to have you join our office! Jungle Scout started remotely and we try to hire remotely when we can. We are open to hiring the right candidate remote in British Columbia, Canada or Texas as well.Interested in helping us innovate and build industry-leading data-driven products for our customers? Let's get into the details:What you'll do:Work with stakeholders throughout the company to source opportunities for creating data-driven productsRegularly present and communicate insights to stakeholdersExtract mission-critical insights from datasetsCreate scalable models that drive business decisions and enable our customers' successDevelop tools to monitor models for evolving performance and accuracyIf your answer is ""heck yeah!"", please read on….Who you are:Masters (Ph.D preferred) or an extensive background in analytical work2+ years of experience working in a data science role outside of academiaFamiliarity with writing high-quality Python codeExposure to machine learning tools and frameworks such as, but not limited to Pandas, scikit-learn, NumPy and SciPyExperience solving nebulous problems using a systematic, analytical approachStrong command of SQL and working with multiple relational databases and data warehouses (Redshift, Snowflake, Postgres, MySQL, etc…)Ability to be scrappy with extracting useful insights with partial dataAbility to apply modeling techniques and machine learning methods (Bayesian statistics, OLS regression, GLMs, logistic regression, network analysis, clustering, decision trees/random forest, dimensionality reduction, neural networks, etc...)Able to communicate insights through visualizations using libraries such as matplotlib, seaborn, plotly, etc…Approach problems with a customer-centric lensBonus points:Some experience with analyzing time-series dataFamiliarity with analyzing big datasets using tools such as Apache SparkSome experience with R and related machine learning librariesAdditional experience with deep learning frameworks such as TensorFlow and PyTorchExperience with accessing data from other datastores in the AWS ecosystem such as ElasticSearch, S3, and DynamoDBExposure to working with software development teams and using tools such as Git, GitHub, and ZenhubWho we are:Jungle Scout is the leading all-in-one tool for selling on Amazon, with the mission of providing powerful data and insights to help entrepreneurs and brands grow successful Amazon businesses.The Jungle Scout team is a group of smart, motivated, and fun-loving professionals working hard to help our customers achieve success. We have 125+ team members around the world, including in our headquarters in Austin, TX, and offices in Vancouver, BC and Shenzhen, ChinaWe offer competitive compensation packages, 401K/RRSP matching, generous vacation, coworking benefits, and professional development to help you thrive in your career. The entire Jungle Scout team also gathers for annual all-expenses-paid retreats — past locations have included Bali, Bangkok, Vietnam, Budapest, Mexico, Colombia, and Costa Rica. Check us out!XwxrbClk2z","communicate,communicate","C,C,C,C,R,C,Python,machine learning,Pandas,scikit-learn,SQL,R,SQL,machine learning,OLS,logistic regression,analysis,big data,R,machine learning,TensorFlow,DynamoDB,Git,Git,C,C,R,R,C,C,R,C,C",NA
"Data Scientist / Quantitative Researcher – High Frequency Futures","Chicago","Wolverine Trading","We are looking for highly skilled and experienced individuals to join a research effort focused on generating high frequency trading alphas in the futures markets. The ideal candidate has direct experience in the alpha research process and understands the workflow from idea generation to production implementation. This opportunity will provide the right candidate the chance to have a large impact on the direction and productivity of a newly formed effort within a successful proprietary trading firm.Responsibilities Conduct financial data analysis on large datasets to generate profitable trading alphas. Define key metrics for model validation. Back testing and production performance monitoring. Contribute to in-house data analysis packages and research framework development. Acquisition of new data sets and cleaning/maintenance of new and existing data sets.Requirements At least 2+ years of experience generating or implementing short-term trading alphas into production trading strategies. Advanced knowledge of modern statistical and machine learning techniques. Proficiency in a scripting language such as Python, R, or MATLAB. Proficiency in at least one statistical package and one machine learning package in one of the above languages. Demonstrated experience working with tick data. Degree in a quantitative discipline such as Statistics, Computer Science, Mathematics, Engineering, etc. Experience developing software systems an in object oriented language is a plus.About WolverineFounded in 1994, the Wolverine companies comprise a number of diversified financial institutions specializing in proprietary trading, asset management, order execution services, and technology solutions. We are recognized as a market leader in derivatives valuation, trading, and value-added order execution across global equity, options, and futures markets. With a focus on innovation, achievement, and integrity, we take pride in serving the interests of both our clients and colleagues. The Wolverine companies are headquartered in Chicago with offices in New York and San Francisco and a proprietary trading affiliate office located in London.Sponsorship is not available for this position.Are you a returning applicant?Previous Applicants:Email:Password:If you do not remember your password click here.","","R,C,analysis,C,analysis,R,machine learning,Python,R,MATLAB,machine learning,C,C",NA
"Data Scientist","Santa Clara","Gigamon","Gigamon Services is a world-class organization with exceptional customer satisfaction and Net Promoter Score – we are seeking a Data Scientist to join Gigamon Services. Gigamon is the leader in network visibility. At Gigamon, we believe a mix of data, analytics, automation and responsible AI can do almost anything. The Global Services Data Scientist will be responsible for delivering the analytics that ensure the continued growth and success of Gigamon’s Services business. You will be able to understand the needs of your key business stakeholders, analyze Gigamon’s myriad data repositories, and solve business problems through critical thinking. Through strong data visualization and presentations, deliver findings of analysis and patterns and explain complex statistical concepts to a non-technical audience. Influence to drive operational actions based on results from the models.As a member of the Service Operations Data Science Team, you will apply operations research and statistical methods to enumerate the solve challenges related to customer behavior, new purchases and renewals trend, understanding network design and more based on Gigamon products and platform. Your initial focus will be on implementing the measures of success for our Global Customer and Partner Success initiatives. Through your efforts, we will be able to deliver value recognition to our customers and partners. We will also be able to demonstrate the positive impact Customer Success has on expansion and retention of our revenue streams. You will create better ways of looking at data to move us to the next level. You are not afraid to break glass.ResponsibilitiesDesign, develop data science projects with hands on analysis, modeling and drawing from multiple analytical methods to choose the right tool and right level of complexity appropriate for business challenges.Develop a customer lifetime value model relative to Services and Customer Success initiatives and a value of Services modelSolve complex customer success, technical support, supply chain and operations challenges using analytical algorithms and AI.Using analytical rigor, statistical methods and predictive modeling you mine through data to increase and optimize customer experience, service opportunities, increase revenue, and other business outcomes.Engage broadly with organization to identify, prioritize, frame and structure complex and ambiguous challenges, where advanced analytics projects or tools can have the biggest impact.Identify and communicate the challenges and opportunities that the group should be working on.Articulate the business questions and use mathematical techniques to arrive at an answer using data. Translate analysis results into business recommendations.Design, build and deploy predictive and prescriptive models using statistical modeling, machine learning and optimization.Develop company A/B testing framework and test model quality.Coordinate with different functional teams to implement models and monitor outcomes.Develop processes and tools to monitor and analyze model performance and data accuracy.Qualifications and ExperienceBS, MS or PhD degree in a quantitative discipline (applied mathematics, statistics, computer science, operations research, or related field).3-5 years of relevant work experience (e.g., as a data scientist) or equivalent. Analytical engagements outside class work while at school can be included.Experience working with large data sets and analysis in distributed computing environment a plus (Map/Reduce, Hadoop, Scala)Application development and ETL experience (database creation, optimization, data feed productionization etc.).Skilled in explaining complex analytical concepts to non-experts and insistence on ensuring results are comprehended correctly and acted upon.Ability to accurately translate business requirements into technical design specifications.Extensive background in data mining, statistical analysis, designing and building statistical forecasting models.Experience designing and building machine learning models/techniquesThe ideal candidate has strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations.Able to understand various data structures and common methods in data transformationProven success in delivering complex technology solutions.Able to multi-task and perform well under pressure.Able to make wise tradeoffs in design approach and scope to meet aggressive deadlines.You must thrive in an environment of autonomy amidst ambiguity.You have excellent communication, relationship skills and a demonstrated strong team player.Experience with data modeling, building data warehouses and other ETL processes.Strong experience with BI tools like OBI, Power BI, or Microstrategy.Familiarity with Big Data - Hadoop, Hive, Spark etc.Familiarity with JQuery, Data Driven Documents (D3.js) for data visualization is a big plusExcellent customer service and collaboration skills.","critical thinking,communicate,communication,collaboration","AI,analysis,C,C,R,analysis,C,supply chain,algorithms,AI,predictive modeling,analysis,machine learning,C,analysis,R,Hadoop,analysis,machine learning,analysis,algorithms,Big Data,Hadoop,Hive,D3,Excel",NA
"Data Scientist - Operations Research","Tempe","Carvana","ABOUT CARVANA...At Carvana, we sell cars, but we're not salespeople. We saw a huge problem with how much it can suck to buy a car the traditional way. To fix that, we committed ourselves to tackling one of the largest, yet-to-be-disrupted markets in the world – the $1T per year U.S. car market (yes, that's $Trillion with a ""T""). We provide a seamless, online car buying experience for consumers from A-to-Z. From acquiring, inspecting and certifying high quality cars, to providing 360° high-resolution photography inside and outside of the vehicle, to generating real-time financing and warranty options, to providing consumers with the option to have cars delivered to their driveway in as little as 24 hours or pick-up from one of our state-of-the-art Car Vending Machines (yes, you read that right) all with a 7-day Money Back Guarantee, we've made it our mission to redefine the car buying status quo. With no dealerships or commissioned salespeople, we also save thousands of dollars per car in expenses that we pass on to our customers.Recently named Forbes' 5th Most Promising Company in the U.S., we offer the excitement, culture, and opportunity of a start-up, with the capitalization and infrastructure of a much more established business. For more information on Carvana, take a look at our company introduction video. ( https://www.youtube.com/watch?v=c5dpBRp0-_w )WORKING AT CARVANA YOU WILL NOTICE THAT...You'll need to be a great communicator, a brand ambassador and possess the know how to get the job done. We expect bright people, willing to roll up their sleeves, take on new assignments and juggle many things at once.In return for your hard work, you'll have an opportunity to work at one of the fastest growing and creative technology companies around, as well as help us promote a life-changing product and develop a world-class team every day.In our downtime, we have ping pong and corn hole (or ""bags,"" depending on where you're from) tournaments. However, the pace is pretty quick around here, so you'll need to be prepared to keep up.There are Wacky Pants Wednesdays…you'll have to come correct here to compete with our CEO Ernie.JOB DESCRIPTIONWe're looking for data scientists/engineers with a passion for tackling big problems. As a member of our decision support systems team, you will help drive projects that inform decisions across all areas of our business. You will help us develop end-to-end algorithms and systems that affect Carvana's day-to-day operations. Most importantly, you will be able to see how your work has an immediate, tangible impact on everyday operations in a well-funded and rapidly growing company.RESPONSIBILITIES:Develop and/or enhance optimization algorithms, models and systems forCarvana's last mile delivery scheduling processes where we have single and 2 car haulers doing customer deliveries and pickupsUtilizing our nationwide transportation network of 9 car haulers efficientlyDevelop predictive models to be used in efficient delivery date/time assignment of customer purchasesDevelop Python code for integrating optimization and analytics algorithms/ models to other systems such as Inventory Management Systems, Carvana Website, Transportation Management SystemsDevelop analytical and simulation models to evaluate different strategies in our nationwide and last mile logistics networksCreate reporting tools/systems for monitoring the performance of above models/systemsREQUIRED SKILLS AND EXPERIENCE:Bachelor's of Science in Industrial Engineering, Applied Math, Computer Science, Statistics, or Engineering. Graduate degree focused on optimization in one of these fields heavily preferred.Up to 2 years of experience in optimization/operations research projects, either academic or industrialAbility to demonstrate strong analytical and problem-solving skills with real-life datasets, and be able to abstract mathematical models from real-life problemsStrong coding skills in Python with experience in delivering production-ready codeFluency in SQL developmentA solid understanding of statisticsAbility to prioritize and manage projects to completion without guidanceStrong communication skillsWHAT YOU CAN EXPECT IN RETURNFull-Time Salary PositionMedical, Dental and Vision benefits401K with company matchAccess to opportunities to expand your skill set and share your knowledge with others across the organizationCompany culture of promotions from within, with a start-up atmosphere allowing for varied and rapid career developmentLEGAL STUFFHiring is contingent on passing a complete background check and drug screening.Carvana is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information.This role is not eligible for visa sponsorship.","communication","C,R,C,C,R,C,C,R,R,C,R,C,C,C,R,algorithms,C,R,algorithms,C,Python,algorithms,C,C,R,R,R,C,C,Python,SQL,C,C,R,R,C,C",NA
"Data Scientist","Boulder","Gaia International Inc.","SummaryThis is a great opportunity to join a Product and Engineering team that’s engaged in solving interesting technical and business problems using contemporary technologies with a team of talented product professionals and software engineers. And, this is an opportunity to join a growing business that is fulfilling a very important mission! As a data scientist, you’ll be a member of a small, tight-knit team that delivers meaningful value to Gaia’s members.ResponsibilitiesCreate, design, develop, test, calibrate, deploy, and support predictive models to support recommendations and personalization of Gaia’s content to delight Gaia’s members and make Gaia’s content shine. Models should incrementally improve specific business and product KPI’sPlan, track, and report on work progressAccurately estimate work tasks considering their level-of-effort, complexity, and uncertaintyDebrief on team performance and make incremental, small changes to support improvementsCelebrate successes with your team and the companyQualificationsAt least 3 years as a professional data scientist, preferably in a growth companyProfessional experience building predictive models through techniques such as machine learning, collaborative filtering, logistic regression, etc.Professional experience building predictive models to support merchandising and product recommendationsProfessional experience designing, executing and evaluating A/B testsHands-on experience in one or more of the following technologies: Spark, Python (including NumPy, SciPy, Pandas, or StatsModels, etc.)Hands-on experience with SQL on relational and NoSQL data stores, preferably on AWS platformsProven ability to collaboratively and maturely work on a teamCurious with an aptitude to quickly learnKnowledge of best practices in recommendation and personalization technologies from leading vendors or providers such as Netflix or AmazonMore About GaiaGaia exists as a transformational network to support a conscious global community. If we can connect our members to stories, people, and ideas that educate, inspire, and empower them to live mindfully, we believe collective consciousness will evolve.Gaia (Nasdaq: GAIA) is a publicly traded company in Louisville, Colorado. We offer global video streaming of over 8,000 original shows, films, documentaries, and practices for conscious living. Our vast video library serves as a vessel for the community we seek to empower. We are not a subscription service that streams whatever pays our bills. Our content goes deep into select niches of Transformation, Seeking Truth, Alternative Health and Yoga channels you see on Gaia.com. We love to embrace and fearlessly cover subjects that other media companies won’t touch.Before you apply, we encourage you to sign up and explore conscious living with Gaia's library of original shows, documentaries, and films. Feed your curiosity with ancient wisdom, coverups, and the paranormal, or discover new alternative health, yoga, and meditation practices. If our work resonates, you might just be a good fit for Gaia.We seek to hire and inspire employees who embrace our mission for a global conscious community, who hope their work empowers our community of inspired members to be catalysts of transformation. The best work we do every day is to remember our vision is “to empower the evolution of consciousness.”The perks of working collaboratively with a team dedicated to sharing this mission include an on-site gym and complimentary yoga and fitness classes; a beautiful solar-powered campus, complete with hiking and running trails, community garden, and a labyrinth; and an on-site, mostly organic café that serves breakfast and lunch daily including a full-service espresso bar featuring locally roasted coffee. Full-time employees are offered alternative and traditional medical benefits including preventative coverage; as well as dental, vision, 401K, and life insurance.Job Type: Full-timeExperience:data scientist: 3 years (Preferred)Work Location:One location","","R,C,C,machine learning,logistic regression,Python,Pandas,SQL,SQL,C,AI,C",NA
"Data Scientist Intern","Asheboro","Kennametal, Inc.","With over 80 years as an industrial technology leader, Kennametal Inc. delivers productivity to customers through materials science, tooling and wear-resistant solutions. Customers across aerospace, earthworks, energy, general engineering and transportation turn to Kennametal to help them manufacture with precision and efficiency. Every day approximately 10,000 employees are helping customers in more than 60 countries stay competitive. Kennametal generated nearly $2.4 billion in revenues in fiscal 2019. Learn more at www.kennametal.com. Follow @Kennametal: Twitter, Instagram, Facebook, LinkedIn and YouTube.Job descriptionKennametal is looking for exceptional talent as we continue to roll-out our $300MM global modernization initiative to better serve our customers and advance our organization. This high-visibility, high-growth opportunity will help us drive Industry 4.0 initiatives by applying data analytics and machine learning principles to deliver business outcomes in worldwide plants. We're looking for problem solvers, innovators, and individuals who are interested in making an immediate impact through their contributions.ResponsibilitiesIdentify high ROI use cases for Data Analytics and Machine Learning through collaborating with Advanced Integrated Manufacturing, plant management and ITDevelop and deploy Machine Learning algorithms including Anomaly detection, Predictive Quality and Predictive Maintenance for various manufacturing processesDevelop analytics to drive insights from large volume of machine data from worldwide plants to improve manufacturing performanceDesign and develop dashboards to deliver insights to different personas including operators, supervisors, plant managers and executivesDesign and conduct controlled experiments to validate and improve accuracy of algorithmsPreferred QualificationsM.S. or Ph.D. students from an accredited college/university in Computer Science, Statistics, Mathematics, Engineering, or related fieldsProficiency in Python or RHands on experience with state-of-art Machine Learning librariesFamiliar with IoT platforms like AzureFamiliar with business systems like SAPExperience with visualization tools like PowerBIBasic understanding of manufacturing processes is a plusEqual Opportunity Employer","","C,machine learning,R,R,Machine Learning,Machine Learning,algorithms,algorithms,C,Python,R,Machine Learning,Azure,PowerBI",NA
"Data Scientist","Atlanta","GreenSky Administrative Services, LLC","Overview:GreenSky is a fast paced, innovative and growing disruptor in the Financial Technology space. You will be part of a team that leverages analytics to drive growth and innovation. We are looking for candidates who have strong quantitative skills, intellectual curiosity and a desire to learn. We have different roles where you can contribute such as credit policy, valuations, collections analytics, operations analytics, fraud analytics, sales and marketing analytics.Organizational: This position is a member of the Credit Strategy teamDuties & Responsibilities:Perform EDA and feature engineering for model creation and performance improvementDesign, build, deploy, and support scalable statistical and machine learning modelsAnalyze and model structured and unstructured dataAutonomously identify business risks and opportunities and create strategic or tactical recommendations using data-driven analysisEffectively communicate and defend analysis using written, oral, and visual mediaProvide quantitative and qualitative analytical support for asset performance, suspicious activity, risk exposure, and growth initiativesPartner with internal affiliates to further business understanding and facilitate inter-departmental insightDevelop and manage KPIs and present channel/vertical/LOB performance to leadershipAcquire expertise in products, processes and strategiesProvide valuable insights using data-driven analytics to help identify and resolve issues relating to risk and profitabilityBe the trusted internal resource by demonstrating a deep understanding in your area of ownershipSupport the business and senior leadership by performing ad-hoc analysis and reportingRequired Skills/Qualifications:3+ years professional work experience as data scientist or statisticianBS/Master’s degreeExpertise in machine learning algorithms (Random Forests, GBM, Regression, Markov Models, Logistic Regression, K-Means, SMVs, Time Series, LSTM, etc.)Experience with statistical analysesProven experience in credit risk analysisExpertise with scripting languages and packages (Python, R, SAS, VBA, Pearl, etc.)Experience working with database systems (SQL, NoSQL, MongoDB, etc.)Experience building data pipelinesAptitude to clearly explain difficult techniques and procedures to senior managementFlexibility and ability to thrive in a rapidly-changing, fast-paced environmentExcellent written, verbal, and presentation skillsDemonstrated ability to think creatively and criticallyStrong analytical, problem-solving, and decision-making skillsPersistent, confident, and inquisitive personalitySkilled communicator with ability to influence othersPreferred Skills & QualificationsMS/Ph.D. preferredAbility to understand risk implications of financial products#LI-JD1","communicate,decision-making","C,R,machine learning,analysis,analysis,analysis,R,machine learning,algorithms,R,R,R,K-Means,analysis,Python,R,database systems,SQL,SQL,MongoDB,Excel",NA
